Episode,Step,Action,Reward,Mean Reward,State Values,Action Probs
3,5,Select,2.3220357453605285,2.825501413963649,"[array([0.], dtype=float32), array([-0.133498], dtype=float32), array([0.78787386], dtype=float32), array([0.3], dtype=float32), array([0.8], dtype=float32), array([0.60460293], dtype=float32)]","[0.33, 0.33, 0.34]"
3,6,Select,1.7747782513789117,2.6503808868661927,"[array([0.], dtype=float32), array([0.9572375], dtype=float32), array([0.702588], dtype=float32), array([0.3], dtype=float32), array([0.75], dtype=float32), array([0.50595605], dtype=float32)]","[0.33, 0.33, 0.34]"
3,7,Select,2.4529216398294045,2.622172423003794,"[array([0.], dtype=float32), array([-0.13081884], dtype=float32), array([0.56262326], dtype=float32), array([1.], dtype=float32), array([0.7], dtype=float32), array([0.50659364], dtype=float32)]","[0.33, 0.33, 0.34]"
3,8,Select,2.1124554928147186,2.5584578067301598,"[array([0.45], dtype=float32), array([0.13924855], dtype=float32), array([0.5864668], dtype=float32), array([0.3], dtype=float32), array([0.65], dtype=float32), array([0.64578557], dtype=float32)]","[0.33, 0.33, 0.34]"
3,9,Select,1.970034429712246,2.493077431505947,"[array([0.2], dtype=float32), array([-0.5607245], dtype=float32), array([0.5318182], dtype=float32), array([1.], dtype=float32), array([0.6], dtype=float32), array([0.78296417], dtype=float32)]","[0.33, 0.33, 0.34]"
3,10,Select,2.7864753519659495,2.5224172235519475,"[array([0.3], dtype=float32), array([-0.29123762], dtype=float32), array([0.54670715], dtype=float32), array([1.], dtype=float32), array([0.55], dtype=float32), array([0.57743925], dtype=float32)]","[0.33, 0.33, 0.34]"
4,1,Select,1.7738128179624182,1.7738128179624182,"[array([0.], dtype=float32), array([-0.13602917], dtype=float32), array([0.7687891], dtype=float32), array([1.], dtype=float32), array([1.], dtype=float32), array([0.5076142], dtype=float32)]","[0.33, 0.33, 0.34]"
4,2,Select,1.9212211975754032,1.8475170077689107,"[array([0.3], dtype=float32), array([-1.], dtype=float32), array([0.9273997], dtype=float32), array([1.], dtype=float32), array([0.95], dtype=float32), array([0.6264335], dtype=float32)]","[0.33, 0.33, 0.34]"
4,3,Select,2.2535036581429493,1.9828458912269236,"[array([0.3], dtype=float32), array([-0.54362434], dtype=float32), array([0.8751349], dtype=float32), array([1.], dtype=float32), array([0.9], dtype=float32), array([0.66824067], dtype=float32)]","[0.33, 0.33, 0.34]"
4,4,Select,2.365531524940653,2.078517299655356,"[array([0.3], dtype=float32), array([0.91484845], dtype=float32), array([0.7096587], dtype=float32), array([1.], dtype=float32), array([0.85], dtype=float32), array([0.7510502], dtype=float32)]","[0.33, 0.33, 0.34]"
4,5,Select,3.32516637113555,2.3278471139513948,"[array([0.], dtype=float32), array([0.5115412], dtype=float32), array([0.8141292], dtype=float32), array([1.], dtype=float32), array([0.8], dtype=float32), array([0.61349195], dtype=float32)]","[0.33, 0.33, 0.34]"
4,6,Select,2.9542786234842686,2.432252365540207,"[array([0.3], dtype=float32), array([-0.564356], dtype=float32), array([0.7661506], dtype=float32), array([0.3], dtype=float32), array([0.75], dtype=float32), array([0.45186278], dtype=float32)]","[0.33, 0.33, 0.34]"
4,7,Select,1.4960399088307317,2.298507728867425,"[array([0.3], dtype=float32), array([1.], dtype=float32), array([0.6176348], dtype=float32), array([1.], dtype=float32), array([0.7], dtype=float32), array([0.64961565], dtype=float32)]","[0.33, 0.33, 0.34]"
4,8,Select,3.3538163864874706,2.4304213110699306,"[array([0.2], dtype=float32), array([-1.], dtype=float32), array([0.6830322], dtype=float32), array([1.], dtype=float32), array([0.65], dtype=float32), array([0.35771745], dtype=float32)]","[0.33, 0.33, 0.34]"
4,9,Select,1.9000975983218302,2.3714964540979198,"[array([0.], dtype=float32), array([0.07503046], dtype=float32), array([0.5643283], dtype=float32), array([1.], dtype=float32), array([0.6], dtype=float32), array([0.55056673], dtype=float32)]","[0.33, 0.33, 0.34]"
4,10,Select,2.345120009734938,2.3688588096616217,"[array([0.2], dtype=float32), array([-0.8781834], dtype=float32), array([0.5559057], dtype=float32), array([1.], dtype=float32), array([0.55], dtype=float32), array([0.39701813], dtype=float32)]","[0.33, 0.33, 0.34]"
5,1,Select,2.7182308537038335,2.7182308537038335,"[array([0.45], dtype=float32), array([0.66108644], dtype=float32), array([0.9923522], dtype=float32), array([1.], dtype=float32), array([1.], dtype=float32), array([0.9059], dtype=float32)]","[0.33, 0.33, 0.34]"
5,2,Select,4.058104130722774,3.388167492213304,"[array([0.], dtype=float32), array([-0.95373356], dtype=float32), array([0.81887996], dtype=float32), array([1.], dtype=float32), array([0.95], dtype=float32), array([0.4450068], dtype=float32)]","[0.33, 0.33, 0.34]"
5,3,Select,1.8742783046777132,2.8835377630347736,"[array([0.3], dtype=float32), array([0.4593295], dtype=float32), array([0.60516083], dtype=float32), array([0.3], dtype=float32), array([0.9], dtype=float32), array([0.5102818], dtype=float32)]","[0.33, 0.33, 0.34]"
5,4,Select,1.6802481343642384,2.5827153558671396,"[array([0.45], dtype=float32), array([0.22738162], dtype=float32), array([0.6175114], dtype=float32), array([1.], dtype=float32), array([0.85], dtype=float32), array([0.57998824], dtype=float32)]","[0.33, 0.33, 0.34]"
5,5,Select,2.262524803224612,2.518677245338634,"[array([0.5], dtype=float32), array([-0.11177778], dtype=float32), array([0.810813], dtype=float32), array([1.], dtype=float32), array([0.8], dtype=float32), array([0.80900997], dtype=float32)]","[0.33, 0.33, 0.34]"
5,6,Select,3.498597445382014,2.6819972786791975,"[array([0.5], dtype=float32), array([0.58347565], dtype=float32), array([0.6441554], dtype=float32), array([1.], dtype=float32), array([0.75], dtype=float32), array([0.7032029], dtype=float32)]","[0.33, 0.33, 0.34]"
5,7,Select,3.167060873172657,2.7512920778925483,"[array([0.45], dtype=float32), array([-0.17466095], dtype=float32), array([0.57209975], dtype=float32), array([1.], dtype=float32), array([0.7], dtype=float32), array([0.6210983], dtype=float32)]","[0.33, 0.33, 0.34]"
5,8,Select,2.3538393751112503,2.7016104900448865,"[array([0.], dtype=float32), array([-0.7211292], dtype=float32), array([0.45422098], dtype=float32), array([1.], dtype=float32), array([0.65], dtype=float32), array([0.29283163], dtype=float32)]","[0.33, 0.33, 0.34]"
5,9,Select,1.655322739831636,2.5853562955767475,"[array([0.], dtype=float32), array([-0.17639667], dtype=float32), array([0.55094904], dtype=float32), array([1.], dtype=float32), array([0.6], dtype=float32), array([0.44407687], dtype=float32)]","[0.33, 0.33, 0.34]"
5,10,Select,2.0636616057913155,2.5331868265982047,"[array([0.], dtype=float32), array([-0.27891374], dtype=float32), array([0.6274582], dtype=float32), array([0.3], dtype=float32), array([0.55], dtype=float32), array([0.465311], dtype=float32)]","[0.33, 0.33, 0.34]"
