Episode,Step,Action,Reward,Mean Reward,State Values,Action Probs
4,8,Select,2.841055739620237,2.286696580769995,"[array([0.], dtype=float32), array([0.16207084], dtype=float32), array([0.70428026], dtype=float32), array([0.3], dtype=float32), array([0.65], dtype=float32), array([0.3730728], dtype=float32)]","[0.034335993230342865, 0.8968234658241272, 0.06884054094552994]"
4,9,Select,1.4620273205548127,2.195066662968308,"[array([0.5], dtype=float32), array([-0.90708464], dtype=float32), array([0.5094897], dtype=float32), array([1.], dtype=float32), array([0.6], dtype=float32), array([0.5259367], dtype=float32)]","[0.3592893183231354, 0.542600154876709, 0.09811057895421982]"
4,10,Select,2.2205783702823907,2.197617833699716,"[array([0.2], dtype=float32), array([0.13556787], dtype=float32), array([0.54121363], dtype=float32), array([1.], dtype=float32), array([0.55], dtype=float32), array([0.4803055], dtype=float32)]","[0.1436833143234253, 0.7723636627197266, 0.08395301550626755]"
5,1,Select,2.5005895687860216,2.5005895687860216,"[array([0.5], dtype=float32), array([-0.7118168], dtype=float32), array([0.8590116], dtype=float32), array([1.], dtype=float32), array([1.], dtype=float32), array([0.51864237], dtype=float32)]","[0.03594101965427399, 0.8864074349403381, 0.0776514858007431]"
5,2,Select,1.9771608941545191,2.2388752314702702,"[array([0.5], dtype=float32), array([-0.4163108], dtype=float32), array([1.], dtype=float32), array([1.], dtype=float32), array([0.95], dtype=float32), array([0.5908688], dtype=float32)]","[0.0889091044664383, 0.8241845369338989, 0.08690636605024338]"
5,3,Select,2.217652866445056,2.231801109795199,"[array([0.], dtype=float32), array([0.02317031], dtype=float32), array([0.8027331], dtype=float32), array([1.], dtype=float32), array([0.9], dtype=float32), array([0.7325498], dtype=float32)]","[0.06995411217212677, 0.8416156768798828, 0.08843028545379639]"
5,4,Select,2.4688314533641558,2.291058695687438,"[array([0.3], dtype=float32), array([0.9046689], dtype=float32), array([0.87299794], dtype=float32), array([1.], dtype=float32), array([0.85], dtype=float32), array([0.74728984], dtype=float32)]","[0.04313870519399643, 0.8865364193916321, 0.0703248530626297]"
5,5,Select,3.382654554872513,2.509377867524453,"[array([0.5], dtype=float32), array([0.03740069], dtype=float32), array([0.76149964], dtype=float32), array([0.3], dtype=float32), array([0.8], dtype=float32), array([0.62570226], dtype=float32)]","[0.01727430708706379, 0.9186704754829407, 0.06405526399612427]"
5,6,Select,1.825520673423549,2.3954016685076356,"[array([0.45], dtype=float32), array([0.08910146], dtype=float32), array([0.68660325], dtype=float32), array([0.3], dtype=float32), array([0.75], dtype=float32), array([0.4922561], dtype=float32)]","[0.18081694841384888, 0.6928619742393494, 0.12632112205028534]"
5,7,Select,1.5921596324692968,2.280652806216444,"[array([0.], dtype=float32), array([-0.5757413], dtype=float32), array([0.4377374], dtype=float32), array([1.], dtype=float32), array([0.7], dtype=float32), array([0.46698985], dtype=float32)]","[0.24058493971824646, 0.6346517205238342, 0.1247633695602417]"
5,8,Select,1.973028189166863,2.2421997290852467,"[array([0.3], dtype=float32), array([-0.8915275], dtype=float32), array([0.6948371], dtype=float32), array([1.], dtype=float32), array([0.65], dtype=float32), array([0.48341444], dtype=float32)]","[0.14406336843967438, 0.7763209939002991, 0.07961566746234894]"
5,9,Select,2.171495004615555,2.2343436485886143,"[array([0.], dtype=float32), array([-0.9057165], dtype=float32), array([0.75573134], dtype=float32), array([0.3], dtype=float32), array([0.6], dtype=float32), array([0.23727448], dtype=float32)]","[0.16783742606639862, 0.7507116794586182, 0.08145086467266083]"
5,10,Skip,2.132063284350865,2.2241156121648396,"[array([0.], dtype=float32), array([0.40846986], dtype=float32), array([0.54832596], dtype=float32), array([0.3], dtype=float32), array([0.55], dtype=float32), array([0.5745844], dtype=float32)]","[0.64500892162323, 0.29502174258232117, 0.05996931716799736]"
