Episode,Step,Action,Reward,Mean Reward,State Values,Action Probs
3,8,Select,2.293984026472389,2.478639795752226,"[array([0.65], dtype=float32), array([0.58529365], dtype=float32), array([0.5263311], dtype=float32), array([0.3], dtype=float32), array([0.65], dtype=float32), array([0.7536829], dtype=float32)]","[0.1748998761177063, 0.7256342768669128, 0.09946580231189728]"
3,9,Select,2.6952916795627107,2.5027122272867244,"[array([0.3], dtype=float32), array([0.18968475], dtype=float32), array([0.7398265], dtype=float32), array([1.], dtype=float32), array([0.6], dtype=float32), array([0.5505199], dtype=float32)]","[0.1299399435520172, 0.494510680437088, 0.3755493462085724]"
3,10,Select,2.1732377382694783,2.4697647783849996,"[array([0.], dtype=float32), array([0.33901957], dtype=float32), array([0.41565663], dtype=float32), array([0.3], dtype=float32), array([0.55], dtype=float32), array([0.10641391], dtype=float32)]","[0.27453112602233887, 0.593100905418396, 0.13236798346042633]"
4,1,Select,2.268588941230176,2.268588941230176,"[array([0.], dtype=float32), array([0.7118592], dtype=float32), array([0.8355469], dtype=float32), array([1.], dtype=float32), array([1.], dtype=float32), array([0.74162304], dtype=float32)]","[0.06124283745884895, 0.829670786857605, 0.10908640921115875]"
4,2,Select,2.6088561617736645,2.43872255150192,"[array([0.], dtype=float32), array([0.11174852], dtype=float32), array([1.], dtype=float32), array([1.], dtype=float32), array([0.95], dtype=float32), array([0.60038394], dtype=float32)]","[0.06643944978713989, 0.9113336205482483, 0.022227024659514427]"
4,3,Select,1.6890820802279296,2.18884239441059,"[array([0.], dtype=float32), array([0.09787377], dtype=float32), array([0.962246], dtype=float32), array([1.], dtype=float32), array([0.9], dtype=float32), array([0.5520052], dtype=float32)]","[0.1944800317287445, 0.6751323938369751, 0.13038752973079681]"
4,4,Select,1.6323646260913884,2.0497229523307894,"[array([0.5], dtype=float32), array([0.35715318], dtype=float32), array([0.7489734], dtype=float32), array([1.], dtype=float32), array([0.85], dtype=float32), array([0.7694637], dtype=float32)]","[0.1276368349790573, 0.7168252468109131, 0.1555379033088684]"
4,5,Prioritize,3.7102233079273277,2.3818230234500968,"[array([0.5], dtype=float32), array([-0.9272841], dtype=float32), array([0.73819375], dtype=float32), array([1.], dtype=float32), array([0.8], dtype=float32), array([0.48659256], dtype=float32)]","[0.0240959282964468, 0.2324131727218628, 0.7434909343719482]"
4,6,Skip,2.9400153163756464,2.474855072271022,"[array([0.5], dtype=float32), array([-0.41588396], dtype=float32), array([0.71265525], dtype=float32), array([1.], dtype=float32), array([0.75], dtype=float32), array([0.8251323], dtype=float32)]","[0.7117289304733276, 0.20973241329193115, 0.07853871583938599]"
4,7,Prioritize,3.248760363248449,2.585412970982083,"[array([0.], dtype=float32), array([-0.20346014], dtype=float32), array([0.63122606], dtype=float32), array([0.3], dtype=float32), array([0.7], dtype=float32), array([0.364018], dtype=float32)]","[0.026202566921710968, 0.38321736454963684, 0.5905799865722656]"
